tweet_id,text,rating_numerator,rating_denominator,name,dogs_stage,retweet_count,favorite_count,display_text_range,year,month,day,net_rate,jpg_url
667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9.0,10.0,Philippe,NaN,294.0,565.0,"[0, 140]",2015,11,20,0.9,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg
667491009379606528,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7.0,10.0,NaN,NaN,242.0,559.0,"[0, 138]",2015,11,19,0.7,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg
667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,Naphaniel,NaN,264.0,501.0,"[0, 113]",2015,11,20,1.0,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg
667470559035432960,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11.0,10.0,a,NaN,102.0,273.0,"[0, 138]",2015,11,19,1.1,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg
667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10.0,Olive,NaN,162.0,398.0,"[0, 140]",2015,11,20,1.1,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg
667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10.0,a,NaN,61.0,243.0,"[0, 136]",2015,11,20,0.8,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg
667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10.0,10.0,Otis,NaN,59.0,222.0,"[0, 138]",2015,11,21,1.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg
667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5.0,10.0,NaN,NaN,329.0,523.0,"[0, 138]",2015,11,21,0.5,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg
667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9.0,10.0,Cleopatricia,NaN,396.0,905.0,"[0, 137]",2015,11,21,0.9,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg
667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11.0,10.0,Erik,NaN,1180.0,2011.0,"[0, 139]",2015,11,21,1.1,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg
667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10.0,10.0,Stu,NaN,530.0,868.0,"[0, 117]",2015,11,21,1.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg
667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2.0,10.0,Tedrick,NaN,127.0,409.0,"[0, 139]",2015,11,21,0.2,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg
667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9.0,10.0,Calvin,NaN,243.0,476.0,"[0, 139]",2015,11,20,0.9,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg
667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10.0,10.0,NaN,NaN,440.0,667.0,"[0, 135]",2015,11,21,1.0,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg
667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10.0,a,NaN,86.0,253.0,"[0, 140]",2015,11,21,0.9,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg
667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10.0,NaN,NaN,68.0,303.0,"[0, 112]",2015,11,20,1.2,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg
667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,Filup,NaN,535.0,1111.0,"[0, 102]",2015,11,20,1.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg
667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10.0,NaN,NaN,101.0,346.0,"[0, 36]",2015,11,20,1.2,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg
667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10.0,NaN,NaN,358.0,736.0,"[0, 119]",2015,11,20,0.8,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg
667782464991965184,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9.0,10.0,NaN,NaN,261.0,434.0,"[0, 134]",2015,11,20,0.9,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg
667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10.0,Shaggy,NaN,1110.0,3172.0,"[0, 140]",2015,11,21,1.0,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg
667455448082227200,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,Reese,NaN,66.0,203.0,"[0, 137]",2015,11,19,0.7,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg
667453023279554560,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,Cupcake,NaN,96.0,327.0,"[0, 86]",2015,11,19,1.1,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg
667443425659232256,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6.0,10.0,NaN,NaN,620.0,833.0,"[0, 138]",2015,11,19,0.6,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg
667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,7.0,10.0,Clybe,NaN,132.0,349.0,"[0, 140]",2015,11,18,0.7,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg
667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,NaN,134.0,425.0,"[0, 106]",2015,11,18,1.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg
667070482143944705,After much debate this dog is being upgraded to 10/10. I repeat 10/10,10.0,10.0,NaN,NaN,14.0,88.0,"[0, 69]",2015,11,18,1.0,
667065535570550784,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,8.0,10.0,NaN,NaN,51.0,175.0,"[0, 135]",2015,11,18,0.8,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg
667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,10.0,10.0,Keet,NaN,57.0,227.0,"[0, 132]",2015,11,18,1.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg
667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,12.0,10.0,NaN,NaN,54.0,198.0,"[0, 39]",2015,11,18,1.2,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg
667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,NaN,135.0,346.0,"[0, 135]",2015,11,18,1.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg
667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10.0,Klevin,NaN,237.0,471.0,"[0, 76]",2015,11,18,0.9,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg
666983947667116034,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,11.0,10.0,a,NaN,1040.0,2679.0,"[0, 120]",2015,11,18,1.1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg
666837028449972224,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3.0,10.0,NaN,NaN,584.0,857.0,"[0, 138]",2015,11,18,0.3,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg
666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,NaN,NaN,83.0,222.0,"[0, 144]",2015,11,18,1.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg
666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,NaN,NaN,105.0,266.0,"[0, 50]",2015,11,18,1.2,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg
666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,NaN,267.0,540.0,"[0, 137]",2015,11,18,0.9,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg
666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,NaN,95.0,250.0,"[0, 135]",2015,11,18,0.8,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg
666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,NaN,102.0,258.0,"[0, 105]",2015,11,18,1.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg
667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,10.0,10.0,NaN,NaN,2387.0,4851.0,"[0, 131]",2015,11,19,1.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg
667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,12.0,10.0,Pipsy,NaN,18285.0,49720.0,"[0, 143]",2015,11,19,1.2,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg
667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,11.0,10.0,Bradlay,NaN,66.0,268.0,"[0, 138]",2015,11,19,1.1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg
667437278097252352,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10.0,NaN,NaN,257.0,483.0,"[0, 115]",2015,11,19,1.0,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg
667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,NaN,NaN,89.0,326.0,"[0, 39]",2015,11,19,1.2,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg
667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,NaN,234.0,489.0,"[0, 65]",2015,11,19,0.7,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg
667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,NaN,60.0,211.0,"[0, 132]",2015,11,19,0.8,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg
667369227918143488,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10.0,NaN,NaN,173.0,385.0,"[0, 106]",2015,11,19,1.0,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg
667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,NaN,258.0,516.0,"[0, 133]",2015,11,19,0.9,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg
667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,Joshwa,NaN,282.0,658.0,"[0, 139]",2015,11,19,1.1,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg
667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,12.0,10.0,NaN,NaN,115.0,414.0,"[0, 99]",2015,11,19,1.2,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg
667188689915760640,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,10.0,10.0,NaN,NaN,449.0,784.0,"[0, 136]",2015,11,19,1.0,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg
667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,10.0,10.0,Timison,NaN,6618.0,15075.0,"[0, 137]",2015,11,19,1.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg
667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,8.0,10.0,a,NaN,58.0,200.0,"[0, 134]",2015,11,19,0.8,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg
667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,4.0,10.0,NaN,NaN,484.0,640.0,"[0, 140]",2015,11,19,0.4,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg
667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,NaN,88.0,262.0,"[0, 131]",2015,11,19,0.9,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg
667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,NaN,97.0,235.0,"[0, 75]",2015,11,19,1.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg
667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,10.0,10.0,Churlie,NaN,1241.0,2819.0,"[0, 135]",2015,11,19,1.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg
667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,9.0,10.0,Jiminy,NaN,119.0,318.0,"[0, 139]",2015,11,21,0.9,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg
667937095915278337,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,3.0,10.0,NaN,NaN,866.0,1356.0,"[0, 138]",2015,11,21,0.3,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg
668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,6.0,10.0,Alfie,NaN,265.0,709.0,"[0, 132]",2015,11,21,0.6,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg
668142349051129856,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,2.0,10.0,NaN,NaN,306.0,592.0,"[0, 140]",2015,11,21,0.2,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg
666786068205871104,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2.0,10.0,NaN,NaN,521.0,800.0,"[0, 139]",2015,11,18,0.2,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg
668297328638447616,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU,9.0,10.0,NaN,NaN,319.0,656.0,"[0, 140]",2015,11,22,0.9,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg
668291999406125056,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or,10.0,10.0,NaN,NaN,34.0,264.0,"[0, 60]",2015,11,22,1.0,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg
668286279830867968,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,11.0,10.0,Rusty,NaN,149.0,535.0,"[0, 137]",2015,11,22,1.1,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg
668274247790391296,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,10.0,10.0,Sophie,NaN,248.0,886.0,"[0, 140]",2015,11,22,1.0,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg
668268907921326080,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,10.0,10.0,NaN,NaN,261.0,592.0,"[0, 138]",2015,11,22,1.0,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg
668256321989451776,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,13.0,10.0,Jareld,NaN,667.0,1385.0,"[0, 138]",2015,11,22,1.3,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg
668466899341221888,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m,4.0,10.0,a,NaN,560.0,936.0,"[0, 135]",2015,11,22,0.4,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg
668248472370458624,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,8.0,10.0,Bisquick,NaN,523.0,1056.0,"[0, 132]",2015,11,22,0.8,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg
668226093875376128,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2,10.0,10.0,NaN,NaN,115.0,323.0,"[0, 84]",2015,11,22,1.0,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg
668221241640230912,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,10.0,10.0,NaN,NaN,215.0,537.0,"[0, 143]",2015,11,22,1.0,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg
668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,8.0,10.0,Ron,NaN,206.0,586.0,"[0, 99]",2015,11,21,0.8,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg
668190681446379520,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,12.0,10.0,Skittles,NaN,210.0,696.0,"[0, 111]",2015,11,21,1.2,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg
668171859951755264,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,7.0,10.0,a,NaN,208.0,525.0,"[0, 129]",2015,11,21,0.7,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg
668154635664932864,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,9.0,10.0,NaN,NaN,336.0,522.0,"[0, 139]",2015,11,21,0.9,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg
668237644992782336,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,10.0,10.0,Torque,NaN,3100.0,6614.0,"[0, 140]",2015,11,22,1.0,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg
668480044826800133,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,11.0,10.0,DayZ,NaN,162.0,491.0,"[0, 138]",2015,11,22,1.1,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg
668484198282485761,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB,9.0,10.0,NaN,NaN,253.0,453.0,"[0, 137]",2015,11,22,0.9,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg
668496999348633600,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,8.0,10.0,Jo,NaN,146.0,436.0,"[0, 139]",2015,11,22,0.8,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg
668620235289837568,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx,10.0,10.0,Kallie,NaN,45.0,211.0,"[0, 144]",2015,11,23,1.0,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg
668587383441514497,Never forget this vine. You will not stop watching for at least 15 minutes. This is the second coveted.. 13/10 https://t.co/roqIxCvEB3,13.0,10.0,the,NaN,1174.0,1760.0,"[0, 134]",2015,11,23,1.3,
668567822092664832,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,11.0,10.0,Marvin,NaN,62.0,265.0,"[0, 82]",2015,11,22,1.1,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg
668544745690562560,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10 https://t.co/ALNyYuGui7,10.0,10.0,NaN,NaN,250.0,561.0,"[0, 140]",2015,11,22,1.0,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg
